mobile_language|english|français|polski|nederlands|deutsch|italiano|español|português
archived and deleted chats|archived and deleted chats|conversations archivées et effacées|zarchiwizowane i usunięte czaty|gearchiveerde en verwijderde chats|archivierte und gelöschte Chats|chat archiviate ed eliminate|chats archivados y eliminados|bate-papos arquivados e excluídos|archivéiert an geläschte Chats
deleted chat|deleted chat|conversation effacée|usunięty czat|verwijderde chat|Chat gelöscht|chat eliminata|chat eliminado|bate-papo excluído|geläschte Chat
dupli resolution|visitors identified here are duplicates. They will be eliminated during the recording of this sheet. The history of appointments will be attached to this sheet.|Les visitors identifiés ici sont des doublons. Ils seront éliminés lors de l'enregistrement de cette fiche. Les historiques de rendez-vous seront rattachés à la présente fiche.|visitors zidentyfikowane tutaj są duplikatami. Zostaną one usunięte podczas nagrywania tej płyty.Historyczne spotkanie będzie dołączony do tego arkusza.|visitors hier geïdentificeerd zijn duplicaten. Zij worden geëlimineerd tijdens de opname van dit blad. De geschiedenis van de benoemingen zal worden gehecht aan dit blad.|Die hier identifizierten visitors sind Duplikate. Sie werden beim Speichern dieser Datei gelöscht. Der bisherige Terminverlauf wird dieser Datei beigefügt.|I visitors identificati qui sono doppioni. Saranno eliminati al salvataggio di questa scheda. Gli appuntamenti passati saranno legati a questa scheda.|Los visitors identificados aquí están duplicados. Serán eliminados durante la grabación de esta ficha. El historial de citas será vinculado a la ficha actual.|Os visitors identificados aqui são duplicados. Eles serão eliminados durante o armazenamento desta ficha. Is historiais de encontros serão anexados a esta ficha.|D'visiteuren, déi hei identifizéiert goufen, si Duplikater. Si ginn beim Späichere vun dësem Blat eliminéiert. D'Geschicht vun den Rendez-vous gëtt un dëst Blat ugeschloss.
checkout confirm|You have modified some information on this form, please confirm that you wish to exit without saving the changes.|Vous avez modifié des informations sur cette fiche, SVP confirmez que vous souhaitez sortir et ignorer ces changements.|Zmieniłeś informacje w tym formularzu. Potwierdź, że chcesz wyjść bez zapisywania zmian.|U heeft sommige gegevens op dit formulier gewijzigd. Bevestig alstublieft dat u wilt afsluiten zonder de wijzigingen op te slaan.|Sie haben einige Informationen in diesem Formular geändert. Bitte bestätigen Sie, dass Sie das Formular verlassen möchten, ohne die Änderungen zu speichern.|Hai modificato alcune informazioni su questo modulo, conferma che desideri uscire senza salvare le modifiche.|Ha modificado alguna información en este formulario, confirme que desea salir sin guardar los cambios.|Você modificou algumas informações neste formulário, por favor confirme que deseja sair sem salvar as alterações.|Dir hutt Informatiounen an dësem Formular geännert. Bestätegt w.e.g., datt Dir erausgoe wëllt ouni d'Ännerungen ze späicheren.
visimodal more file|add one document|ajouter un document|dodaj jeden dokument|een document toevoegen|ein Dokument hinzufügen|aggiungi un documento|añadir un documento|adicionar um documento|füügt en Dokument derbäi
playidletip|Start searching the agenda|Démarrer une recherche dans l'agenda|Rozpocznij wyszukiwanie porządku obrad|Start het zoeken in de agenda|Suche im Kalender starten|Iniziare una ricerca nell'agenda|Empezar uma búsqueda en la agenda|Iniciar uma pesquisa no calendário|Fänkt un am Agenda ze sichen
playwarning|No visitor selected, search for an unavailability?|Pas de visiteur séléctionné, recherche pour une indisponibilité?|Nr gości wybranych, szukaj niedostępności?|Geen bezoeker geselecteerd, zoeken naar een onbeschikbaarheid?|Kein Besucher ausgewählt, nach Nichverfügbarkeit suchen|Nessun visitatore selezionato, ricercare un'indisponibilità?|Ningún visitante seleccionado, buscar una indisponibilidad?|Nenhum visitante selecionado, efetuar pesquisa por indisponibilidade?|Keen Visiteur ausgewielt, no enger Onverfügbarkeet sichen?
slotsearch|Search|Rechercher|Szukaj|Zoeken|Suchen|Ricercare|Buscar|Pesquisar|Sichen
more search|Search further|Chercher plus loin|Szukaj więcej|Verder zoeken|Mehr suchen|approfondire la ricerca|Buscar más adelante|Procurar mais atrás|Méi sichen
standby list|standby list|liste d'attente|Pilnych|Wachtlijst|Warteliste|Lista d'attesa|Lista de espera|Em espera|Waardelëscht
on standby list|on standby list|sur liste d'attente|na liście gotowości|op de wachtlijst|in der Standby-Liste|in lista di attesa|en lista de espera|na lista de espera|Op der Waardelëscht
continued|Continued|Suite|Nieprzerwany|Vervolgd|Fortgesetzt|Seguito|Continuación|Seguinte|Weidergefouert
excp|Exceptional|Exceptionnel|Wyjątkowy|Uitzonderlijk|außergewöhnlich|Eccezionale|Excepcional|Excecional|Aussergewéinlech
overdays|Over days|Fil des jours|Przez dni|Meer dan dagen|Über mehrere Tage|Svolgimento giorni|Día a día|Decurso do dia|Iwwer verschidde Deeg
aggregate|collate|grouper|grupowe|groeperen|gruppieren|raggruppare|agrupar|reagrupar|zusummesetzen
more options|more options|plus d'options|więcej opcji|meer opties|Mehr Optionen|più opzioni|mas opcione|mais opções|Méi Optiounen
search excp|Include exceptional workhours|Inclure les plages de travail exceptionnelles|Wyjątkowa pracy zawarte|Uitzonderlijke werktijden inbegrepen|Einschließlich außergewöhnlicher Arbeitsstunden|Includere i turni di lavoro eccezionali|Incluir los turnos de trabajo excepcionales|Incluem os turnos de trabalho excecionais|Aussergewéinlech Aarbechtsstonnen abegraff
search overdays|worktime can span over days|la prestation peut s'étendre sur plusieurs jours|czas pracy może rozciągać się na dniach|werktijd kan meerdere dagen overspannen|die Leistung kann über mehrere Tage erbracht werden|la prestazione può svolgersi su vari giorni|la prestación se puede desarrollar durante varios días|a prestação pode estender-se ao longo de vários dias|D'Aarbechtszäit ka sech iwwer Deeg erausstrecken
use standby list|Use the standby list|Utiliser la liste d'attente|Lista pogotowia|Wachtlijst gebruiken|Warteliste nutzen|Usare la lista d'attesa|Utilizar la lista de espera|Usar a lista de espera|D'Waardelëscht benotzen
account usenotes|Make use of day notes|Faire usage de notes du jour|Wykorzystać dzień notatek|Maak gebruik van de dag notities|Tagesnotizen nutzen|Usare le note del giorno|Utilizar las notas del día|Fazer uso das notas do dia|Dagesnotizen notzen
account usetasks|Make use of a task list|Utiliser une liste de tâches|Skorzystaj z listy zadań|Maak gebruik van een takenlijst|aufgabenliste nutzen|Usare una lista di attività|Utilizar una lista de tareas|Usar uma lista de tarefas|Eng Aufgabelëscht notzen
account usefiles|Use visitors files|Utiliser le dossier visiteurs|Goście korzystać z plików|Bezoekers bestand gebruiken|Besucherdateien nutzen|Usare il file visitatore|Utilizar el archivo visitantes|Usar o registo de visitantes|D'Visiteursdateien notzen
account usechat|Use instant messaging|Utiliser la messagerie|Skorzystaj z czatu|Instant messaging gebruiken|Kurzmitteilungen nutzen|Usare la funzione messaggi|Utilizar la mensajería|Usar o serviço de mensagens|Instant Messaging notzen
properties|Properties|Propriétés|Ustawienia|Eigenaardigheden|Eigenschaften|Proprietà|Propriedades|Propriedades|Eegeschaften
log me in|log me in|me connecter|zalogować się|inloggen|einloggen |accedere|conectarse|entrar|aloggen
sessions|Sessions|Sessions|Sesje|Sessies|Sitzung|Sessioni|Sesión|Sessões|Sessiounen
guests|Guests|Invités|Gości|Gasten|Besucher|Ospiti|Invitados|Convidados|Gäscht
logged in|Logged in|Connecté|Zapisane|Ingelogd|Eingeloggt|Connesso|Vinculado|Ligado|Aangemellt
logout current|Close this session|Fermer cette session|Zamknij sesję|Sluit deze sessie|Diese Sitzung schließen|Chiudere questa sessione|Cerrar esta sesión|Encerrar esta sessão|Dës Sessioun zoumaachen
logout all|Close all sessions|Fermer toutes les sessions|Zamknij wszystkie sesje|Sluit alle sessies|alle Sitzungen schließen|Chiudere tutte le sessioni|Cerrar todas las sesiones|Fechar todas as sessões|All Sessiounen zoumaachen
more login|Open an additional session|Ouvrir une session supplémentaire|Otwórz dodatkową sesję|Open een extra sessie|Eine weitere Sitzung öffnen|aprire un'ulteriore sessione|abrir una sesión adicional|abrir uma sessão adicional|Eng zousätzlech Sessioun opmaachen
new account|New account|Nouveau compte|Nowe konto|Nieuw account|Neues Konto|Nuovo conto|Nueva cuenta|Nova conta|Neie Kont
options|Options|Options|Opcje|Opties|Optionen|Opzioni|Opciones|Opções|Optiounen
other options|Other options:|autres options:|Inne opcje:|andere opties:|Weitere Optionen|altre opzioni|Otras opciones|Outras opções:|Aner Optiounen:
access level|access level|Niveau d'accès|Poziom dostępu|Toegang niveau|Zugriffsstufe|Livello d'accesso|Nivel de acceso|nível de acesso|Zougrëffsniveau
sync cronofy|Links with Google, Apple or Microsoft|Liens avec Google, Apple ou Outlook|Połącz z Google, Apple lub Microsoft|Linken met Google, Apple or Microsoft|Linken mit Google, Apple oder Microsoft|Collegamento con Google, Apple o Microsoft|Enlaces con Google, Apple o Microsoft|Link com Google, Apple ou Microsoft|Link mam Google, Apple oder Microsoft
switch to session|Switch to another session:|Passer sur une autre session:|Przełącz się do innej sesji:|Overschakelen naar een andere sessie:|Zu einer anderen Sitzung wechseln|Passare ad un’altra sessione|Pasar a otra sesión|Mudar para outra sessão:|Op eng aner Sessioun wiesselen:
switch to account|Switch to another account:|Passer sur une autre compte:|Przełącz się do innego konta:|Overschakelen naar een andere account:|Zu einem anderen Konto wechseln|Passare su un altro conto|Pasar a otra cuenta|Mudar para uma conta diferente:|Op en anere Kont wiesselen:
disable tips|Disable info-tips|Désactiver les info-tips|Wyłącz żółte wskazówki|Schakel info-tips uit|Deaktivieren Sie die info-Spitzen|Disabilita le info-punte|Deshabilitar info-puntas|Desativar info-dicas|Info-Tipps desaktivéieren
hide section|Hide this section|Cacher cette section|Ukryj tę sekcję|Verberg deze sectie|Diese Sitzung ausblenden|Occultare questa sezione|Ocultar esta sección|Ocultar esta secção|Dës Sektioun verstoppen
hide offdays|Hide absents|Cacher les absents|Ukryć braku liczba|Verberg afwezigen|Nichterscheinungen ausblenden|Occultare assenti|Ocultar los ausentes|Esconder os ausentes|D'Abwiesenheet verstoppen
timeboxing labels|Timeboxing labels|Libellés des blocs horaire|Nazwy pól czasu|Namen van tijd boxen|Titel der Zeitfenster|Formulazione dei blocchi orari|Enunciado de las bandas horarias|Rótulos dos blocos horários|Beschrëftunge vun de Bléck Zäit
adaptative scale|adaptative timeline scale|échelle de temps adaptative|adaptacyjna skala czasu|adaptieve tijdschaal|adaptive Zeitskala|scala temporale adattiva|escala de tiempo adaptativa|escala de tempo adaptativa|Adaptiv Zäitskala
hide search|Hide search assistant|Cacher l'assistant de recherche|Ukryj asystenta wyszukiwania|Zoekassistent verbergen|Suchassistent ausblenden|Nascondi assistente di ricerca|Ocultar asistente de búsqueda|Ocultar assistente de pesquisa|Den Hëllefsassistent verstoppen
show empty tboxes|Show empty timeboxes|Montrer les bloc horaires vides|Pokaż puste timeboxes|Toon lege tijdsblokken|Leere Zeitfenster anzeigen|Mostrarei blocchi orari vuoti|Mostrar las bandas horarias vacías|Mostrar o bloco de horas vazias|Eidel Zäitbléck weisen
adapt scale tip|The displayed time range is limited by the hourly settings|La plage horaire affichée est limitée par le réglage de l'horaire|Wyświetlane okres czasu jest określona przez ustawienia harmonogramu|De weergegeven tijdspan wordt bepaald door de instellingen van de uurrooster|Das angezeigte Zeitfenster wird von den Stundenplaneinstellungen begrenzt|La fascia oraria mostrata è limitata dall'impostazione del orario|La banda horaria mostrada está limitada por la configuración del horario|O intervalo horário mostrado é limitado pela configuração do horário|Den ugewise Zäitraum ass duerch d'Auer-Astellunge limitéiert
display details|Display details|Détails d'affichage|Pokaż szczegóły|Weergavedetails|ansichtsinformationen|Dettagli di visualizzazione|Detalles de visualización|Detalhes da visualização|Weis Detailer
display options|Display options|Options d'affichage|opcje wyświetlania|weergaveopties|anzeigeoptionen|Opzioni di visualizzazione|opciones de visualización|opções da visualização|Optioune weisen
display order|Display order|Ordre d'affichage|Kolejność wyświetlania|Weergavevolgorde|ansicht|Ordine di visualizzazione|Orden de visualización|Ordem da visualização|Weis Uerdnung
vertical view|Vertical view|Vue verticale|Widok pionowy|Verticale weergave|ansichtsordnung|Vista verticale|Visualización vertical|Exibição vertical|Vertikal Vue
horizontal view|Horizontal view|Vue horizontale|Widok poziomy|Horizontale weergave|Horizontale Ansicht|Vista orizzontale|Visualización horizontal|Exibição horizontal|Horizontal Vue
list view|List view|Vue en liste|Widok listy|Lijstweergave|Listenanzeige|Vista in lista|Visualización en lista|Exibição em lista|Lëscht Vue
miscellaneous|Miscellaneous|autres options|Różny|anderen opties|Sonstige Optionen|altre opzioni|Otras opciones|Outras opções|Verschiddenes
tip-showhides deleted|shows/hides deleted items|montrer/cacher les éléments supprimés|pokazuje/ukrywa usunięte elementy|toont/verbergt verwijderde items|zeigt/verbirgt gelöschte Elemente|mostra/nasconde gli elementi eliminati|muestra/oculta elementos eliminados|mostra/oculta itens excluídos|weist/verstoppt geläschte Elementer
bp locktip|To temporarily prevent this login from accessing the system, you can lock it.|Pour interdire temporairement à ce login de se connecter, vous pouvez le verrouiller.|Aby tymczasowo uniemożliwić logowanie, możesz je zablokować.|Om tijdelijk te voorkomen dat deze login toegang krijgt, kunt u deze vergrendelen.|Um vorübergehend zu verhindern, dass sich dieser Benutzer anmeldet, können Sie ihn sperren.|Per impedire temporaneamente a questo login di accedere, puoi bloccarlo.|Para evitar temporalmente que este inicio de sesión acceda, puede bloquearlo.|Para impedir temporariamente este login de acessar, você pode bloqueá-lo.|Fir dëse Login temporär ze blockéieren, kënnt Dir en spären.
bp locked|is temporarily not allowed to log in.|n'est temporairement pas autorisé à se connecter.|nie ma tymczasowo dostępu do logowania.|mag tijdelijk niet inloggen.|darf sich vorübergehend nicht anmelden.|non è temporaneamente autorizzato ad accedere.|no tiene permiso temporalmente para iniciar sesión.|não tem permissão temporária para fazer login.|darf sech temporär net aloggen.
weak credentials|this login has weakly secured credentials|ce login a des informations d'identification faiblement sécurisées.|ten login ma słabo zabezpieczone dane uwierzytelniające|deze login heeft zwak beveiligde inloggegevens|Dieser Login hat schwach gesicherte Anmeldeinformationen|questo accesso ha credenziali scarsamente protette|este inicio de sesión tiene credenciales poco seguras|este login tem credenciais pouco seguras|dëse Login huet schlecht geséchert Zougangsinformatiounen.
disabled webpage|this webpage is temporarily not active|cette page web est actuellement inactive|ta strona internetowa jest tymczasowo nieaktywna|deze webpagina is tijdelijk niet actief|diese Webseite ist vorübergehend nicht aktiv|questa pagina web è temporaneamente inattiva|esta página web no está activa temporalmente|esta página da web está temporariamente inativa|dës Websäit ass temporär inaktiv.
vip|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP
company|Company|Entreprise|Firma|Firma|Firma|azienda|Empresa|Empresa|Entreprise
gender|Title|Civ.|Godność|Gesl.|anspr.|Titolo|Tratamiento|Forma de tratamento|Titel
sex|Sex|Sexe|Seks|Geslacht|Geschlecht|Genero|Género|Género|Geschlecht
firstname|First name|Prénom|Imię|Voornaam|Vorname|Nome|Nombre|Nome|Virnumm
lastname|Last name|Nom|Nazwisko|Naam|Nachname|Cognome|apellido|apelido|Familljennumm
residence|Residence|Résidence|Rezydencja|Residentie|Wohnsitz|Residenza|Residencia|Residência|Wunnsëtz
address|address|adresse|adres|adres|adresse|Indirizzo|Dirección|Morada|Adress
zipCode|Zip code|Code postal|Kod pocztowy|Postcode|Postleitzahl|Codice postale|Código postal|Código postal|Postleitzuel
no address|No address|pas d'adresse|Brak adresu|geen adres|Keine Adresse|Nessun indirizzo|Sin direccion|Sem endereço|Keng Adress
